city;county;county_code;km;id_fan
Podisu                                 ;Salaj          ;SJ;42;22993
Poiana Blenchii                        ;Salaj          ;SJ;29;17654
Poiana Magura                          ;Salaj          ;SJ;45;22994
Poiana Ontii                           ;Salaj          ;SJ;40;22995
Poienita                               ;Salaj          ;SJ;80;22996
Popeni                                 ;Salaj          ;SJ;20;17655
Popteleac                              ;Salaj          ;SJ;20;17656
Port                                   ;Salaj          ;SJ;55;22997
Preluci                                ;Salaj          ;SJ;35;22998
Preoteasa                              ;Salaj          ;SJ;65;17660
Pria                                   ;Salaj          ;SJ;45;17661
Prodanesti                             ;Salaj          ;SJ;35;17662
Purcaret                               ;Salaj          ;SJ;50;22999
Pusta                                  ;Salaj          ;SJ;35;17663
Racas                                  ;Salaj          ;SJ;45;17664
Rastoci                                ;Salaj          ;SJ;50;23000
Rastolt                                ;Salaj          ;SJ;35;23001
Rastoltu Desert                        ;Salaj          ;SJ;35;17665
Ratin                                  ;Salaj          ;SJ;35;17666
Ratovei                                ;Salaj          ;SJ;65;23002
Recea                                  ;Salaj          ;SJ;30;17667
Recea Mica                             ;Salaj          ;SJ;25;23003
Rogna                                  ;Salaj          ;SJ;35;17668
Romanasi                               ;Salaj          ;SJ;25;17669
Romita                                 ;Salaj          ;SJ;25;17670
Rona                                   ;Salaj          ;SJ;35;17671
Ruginoasa                              ;Salaj          ;SJ;38;23004
Rus                                    ;Salaj          ;SJ;35;17672
Sag                                    ;Salaj          ;SJ;45;17673
Salajeni                               ;Salaj          ;SJ;30;17674
Salatig                                ;Salaj          ;SJ;30;17675
Samsud                                 ;Salaj          ;SJ;35;17676
Sancraiu Almasului                     ;Salaj          ;SJ;35;19046
Sancraiu Silvaniei                     ;Salaj          ;SJ;75;23005
Sangeorgiu de Meses                    ;Salaj          ;SJ;70;23006
Sanmihaiu Almasului                    ;Salaj          ;SJ;40;23007
Sanpetru Almasului                     ;Salaj          ;SJ;45;17680
Santa Maria                            ;Salaj          ;SJ;40;17681
Sarbi                                  ;Salaj          ;SJ;45;17682
Sarmasag                               ;Salaj          ;SJ;35;17683
Sasa                                   ;Salaj          ;SJ;20;23008
Seredeiu                               ;Salaj          ;SJ;35;17684
Sfaras                                 ;Salaj          ;SJ;20;23009
Sici                                   ;Salaj          ;SJ;45;17686
Sighetu Silvaniei                      ;Salaj          ;SJ;80;23010
Simisna                                ;Salaj          ;SJ;25;23011
Simleu Silvaniei                       ;Salaj          ;SJ;29;17690
Soimus                                 ;Salaj          ;SJ;50;17691
Soimuseni                              ;Salaj          ;SJ;60;23012
Solomon                                ;Salaj          ;SJ;60;17692
Solona                                 ;Salaj          ;SJ;45;17693
Somes-Guruslau                         ;Salaj          ;SJ;65;23013
Somes-Odorhei                          ;Salaj          ;SJ;35;23014
Stana (Huedin)                         ;Salaj          ;SJ;20;26782
Stana (Zalau)                          ;Salaj          ;SJ;0;27216
Starciu                                ;Salaj          ;SJ;40;17697
Stoboru                                ;Salaj          ;SJ;40;23015
Stupini                                ;Salaj          ;SJ;55;23016
Sub Cetate                             ;Salaj          ;SJ;55;23017
Sumal                                  ;Salaj          ;SJ;65;17699
Surduc                                 ;Salaj          ;SJ;35;17700
Sutoru                                 ;Salaj          ;SJ;45;23018
Tamasa                                 ;Salaj          ;SJ;30;23019
Tarmure                                ;Salaj          ;SJ;40;23020
Taudu                                  ;Salaj          ;SJ;37;17701
Testioara                              ;Salaj          ;SJ;40;31284
Tetisu                                 ;Salaj          ;SJ;0;23021
Tihau                                  ;Salaj          ;SJ;40;17703
Toplita                                ;Salaj          ;SJ;20;23022
Tranis                                 ;Salaj          ;SJ;55;23023
Trestia                                ;Salaj          ;SJ;49;12860
Treznea                                ;Salaj          ;SJ;0;17704
Turbuta                                ;Salaj          ;SJ;30;23024
Tusa                                   ;Salaj          ;SJ;60;17705
Ugrutiu                                ;Salaj          ;SJ;30;23025
Uileacu Simleului                      ;Salaj          ;SJ;45;17706
Ulciug                                 ;Salaj          ;SJ;70;23026
Vadurele                               ;Salaj          ;SJ;55;23027
Valcau de Jos                          ;Salaj          ;SJ;50;17709
Valcau de Sus                          ;Salaj          ;SJ;50;23028
Valea Ciurenilor                       ;Salaj          ;SJ;25;23029
Valea Hranei                           ;Salaj          ;SJ;52;23030
Valea Lesului                          ;Salaj          ;SJ;55;19121
Valea Loznei                           ;Salaj          ;SJ;70;17710
Valea Lunga                            ;Salaj          ;SJ;54;17711
Valea Pomilor                          ;Salaj          ;SJ;35;17712
Valeni                                 ;Salaj          ;SJ;55;13651
Valisoara                              ;Salaj          ;SJ;50;23031
Var                                    ;Salaj          ;SJ;35;17713
Varsolt                                ;Salaj          ;SJ;25;17714
Vartesca                               ;Salaj          ;SJ;40;23032
Verveghiu                              ;Salaj          ;SJ;25;17715
Viile Jacului                          ;Salaj          ;SJ;50;23033
Voivodeni                              ;Salaj          ;SJ;55;19108
Zalau                                  ;Salaj          ;SJ;0;76
Zalha                                  ;Salaj          ;SJ;50;17716
Zalnoc                                 ;Salaj          ;SJ;60;17717
Zauan                                  ;Salaj          ;SJ;55;17718
Zauan-Bai                              ;Salaj          ;SJ;65;23034
Zimbor                                 ;Salaj          ;SJ;40;17719
Acas                                   ;Satu Mare      ;SM;40;15439
Aciua                                  ;Satu Mare      ;SM;0;23052
Adrian                                 ;Satu Mare      ;SM;30;15440
Ady Endre                              ;Satu Mare      ;SM;25;18948
Agris                                  ;Satu Mare      ;SM;20;15442
Aliceni                                ;Satu Mare      ;SM;70;15443
Aliza                                  ;Satu Mare      ;SM;0;23036
Amati                                  ;Satu Mare      ;SM;0;15444
